EntryID	Substrate	EnzymeType	PubMedID	Organism	UniprotID	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Temperature
12399	2-Deoxy-D-ribose;NAD+	wildtype class II pi chain	6397223	Homo sapiens	P08319	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12830	Ethanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	Ethanol	3833.333		-	M^(-1)*s^(-1)	25.0
12830	Ethanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	NAD+	5.3E-5		-	M	25.0
12830	Ethanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		8.333333		-	s^(-1)	25.0
12830	Ethanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	Ethanol	0.0022		-	M	25.0
12831	NAD+;Ethanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.5833333		-	s^(-1)	25.0
12831	NAD+;Ethanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	Ethanol	0.0012		-	M	25.0
12831	NAD+;Ethanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	NAD+	3.7E-5		-	M	25.0
12831	NAD+;Ethanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	Ethanol	483.3333		-	M^(-1)*s^(-1)	25.0
12832	NAD+;Ethanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	Ethanol	2166.667		-	M^(-1)*s^(-1)	25.0
12832	NAD+;Ethanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	NAD+	4.0E-5		-	M	25.0
12832	NAD+;Ethanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		2.333333		-	s^(-1)	25.0
12832	NAD+;Ethanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	Ethanol	0.0011		-	M	25.0
12833	NAD+;1-Propanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12833	NAD+;1-Propanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	1-Propanol	4.4E-4		-	M	25.0
12833	NAD+;1-Propanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		4.833333		-	s^(-1)	25.0
12833	NAD+;1-Propanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	1-Propanol	11000.0		-	M^(-1)*s^(-1)	25.0
12834	NAD+;1-Propanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	1-Propanol	7.2E-4		-	M	25.0
12834	NAD+;1-Propanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	1-Propanol	883.3333		-	M^(-1)*s^(-1)	25.0
12834	NAD+;1-Propanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12834	NAD+;1-Propanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.6333333		-	s^(-1)	25.0
12835	1-Propanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		8.666667		-	s^(-1)	25.0
12835	1-Propanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12835	1-Propanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	1-Propanol	9.8E-4		-	M	25.0
12835	1-Propanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	1-Propanol	8833.333		-	M^(-1)*s^(-1)	25.0
12836	1-Butanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	1-Butanol	16666.67		-	M^(-1)*s^(-1)	25.0
12836	1-Butanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12836	1-Butanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	1-Butanol	2.9E-4		-	M	25.0
12836	1-Butanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		4.833333		-	s^(-1)	25.0
12837	NAD+;1-Butanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	1-Butanol	2.1E-4		-	M	25.0
12837	NAD+;1-Butanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12837	NAD+;1-Butanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	1-Butanol	2500.0		-	M^(-1)*s^(-1)	25.0
12837	NAD+;1-Butanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.55		-	s^(-1)	25.0
12838	NAD+;1-Butanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		5.833333		-	s^(-1)	25.0
12838	NAD+;1-Butanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	1-Butanol	1.6E-4		-	M	25.0
12838	NAD+;1-Butanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	1-Butanol	36666.67		-	M^(-1)*s^(-1)	25.0
12838	NAD+;1-Butanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12839	1-Butanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12839	1-Butanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat		2.5		-	s^(-1)	25.0
12839	1-Butanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	Km	1-Butanol			-	-	25.0
12840	NAD+;1-Pentanol	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	1-Pentanol	26333.33		-	M^(-1)*s^(-1)	25.0
12840	NAD+;1-Pentanol	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12840	NAD+;1-Pentanol	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	1-Pentanol	2.4E-4		-	M	25.0
12840	NAD+;1-Pentanol	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		6.333333		-	s^(-1)	25.0
12841	1-Pentanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	1-Pentanol	4166.667		-	M^(-1)*s^(-1)	25.0
12841	1-Pentanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	1-Pentanol	1.5E-4		-	M	25.0
12841	1-Pentanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12841	1-Pentanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.6333333		-	s^(-1)	25.0
12842	1-Pentanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	1-Pentanol	38333.33		-	M^(-1)*s^(-1)	25.0
12842	1-Pentanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12842	1-Pentanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		6.166667		-	s^(-1)	25.0
12842	1-Pentanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	1-Pentanol	1.6E-4		-	M	25.0
12843	1-Pentanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat/Km	1-Pentanol	183.3333		-	M^(-1)*s^(-1)	25.0
12843	1-Pentanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	Km	1-Pentanol	0.022		-	M	25.0
12843	1-Pentanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12843	1-Pentanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat		4.0		-	s^(-1)	25.0
12844	1-Hexanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	Km	1-Hexanol	0.0082		-	M	25.0
12844	1-Hexanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat		2.166667		-	s^(-1)	25.0
12844	1-Hexanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat/Km	1-Hexanol	266.6667		-	M^(-1)*s^(-1)	25.0
12844	1-Hexanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12845	NAD+;1-Hexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	1-Hexanol	5.7E-5		-	M	25.0
12845	NAD+;1-Hexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12845	NAD+;1-Hexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	1-Hexanol	10500.0		-	M^(-1)*s^(-1)	25.0
12845	NAD+;1-Hexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.6		-	s^(-1)	25.0
12846	NAD+;1-Hexanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	1-Hexanol	103333.3		-	M^(-1)*s^(-1)	25.0
12846	NAD+;1-Hexanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	1-Hexanol	5.0E-5		-	M	25.0
12846	NAD+;1-Hexanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12846	NAD+;1-Hexanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		5.166667		-	s^(-1)	25.0
12847	1-Hexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	1-Hexanol	41666.67		-	M^(-1)*s^(-1)	25.0
12847	1-Hexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12847	1-Hexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		5.5		-	s^(-1)	25.0
12847	1-Hexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	1-Hexanol	1.3E-4		-	M	25.0
12848	1-Octanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		4.333333		-	s^(-1)	25.0
12848	1-Octanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	1-Octanol	2.7E-5		-	M	25.0
12848	1-Octanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	1-Octanol	160000.0		-	M^(-1)*s^(-1)	25.0
12848	1-Octanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12849	1-Octanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	1-Octanol	1.3E-5		-	M	25.0
12849	1-Octanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12849	1-Octanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.4166667		-	s^(-1)	25.0
12849	1-Octanol;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	1-Octanol	31666.67		-	M^(-1)*s^(-1)	25.0
12850	NAD+;1-Octanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	1-Octanol	266666.7		-	M^(-1)*s^(-1)	25.0
12850	NAD+;1-Octanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	1-Octanol	1.0E-5		-	M	25.0
12850	NAD+;1-Octanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		2.666667		-	s^(-1)	25.0
12850	NAD+;1-Octanol	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12851	1-Octanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	Km	1-Octanol	0.0012		-	M	25.0
12851	1-Octanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat		3.666667		-	s^(-1)	25.0
12851	1-Octanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12851	1-Octanol;NAD+	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat/Km	1-Octanol	3000.0		-	M^(-1)*s^(-1)	25.0
12852	Cyclohexanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	Cyclohexanol	51666.67		-	M^(-1)*s^(-1)	25.0
12852	Cyclohexanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12852	Cyclohexanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	Cyclohexanol	4.2E-5		-	M	25.0
12852	Cyclohexanol;NAD+	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		2.166667		-	s^(-1)	25.0
12853	NAD+;Cyclohexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12853	NAD+;Cyclohexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	Cyclohexanol	16.66667		-	M^(-1)*s^(-1)	25.0
12853	NAD+;Cyclohexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.2333333		-	s^(-1)	25.0
12853	NAD+;Cyclohexanol	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	Cyclohexanol	0.0145		-	M	25.0
12854	Cyclohexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	Cyclohexanol	2166.667		-	M^(-1)*s^(-1)	25.0
12854	Cyclohexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12854	Cyclohexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	Cyclohexanol	0.0061		-	M	25.0
12854	Cyclohexanol;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		13.66667		-	s^(-1)	25.0
12855	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	12-Hydroxydodecanoic acid	2.7E-4		-	M	25.0
12855	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	12-Hydroxydodecanoic acid	6833.333		-	M^(-1)*s^(-1)	25.0
12855	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		1.833333		-	s^(-1)	25.0
12855	12-Hydroxydodecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12856	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12856	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	12-Hydroxydodecanoic acid	5500.0		-	M^(-1)*s^(-1)	25.0
12856	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	12-Hydroxydodecanoic acid	8.5E-5		-	M	25.0
12856	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.4666667		-	s^(-1)	25.0
12857	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	Km	12-Hydroxydodecanoic acid	6.6E-5		-	M	25.0
12857	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat		2.666667		-	s^(-1)	25.0
12857	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12857	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH1C	2226453	Homo sapiens	P00326	1.1.1.1	kcat/Km	12-Hydroxydodecanoic acid	40000.0		-	M^(-1)*s^(-1)	25.0
12858	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat		2.833333		-	s^(-1)	25.0
12858	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	kcat/Km	12-Hydroxydodecanoic acid	46666.67		-	M^(-1)*s^(-1)	25.0
12858	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12858	NAD+;12-Hydroxydodecanoic acid	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	Km	12-Hydroxydodecanoic acid	6.0E-5		-	M	25.0
12859	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12859	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	Km	16-Hydroxyhexadecanoic acid	1.8E-5		-	M	25.0
12859	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat/Km	16-Hydroxyhexadecanoic acid	93333.33		-	M^(-1)*s^(-1)	25.0
12859	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1E	2226453	Equus caballus	P00327	1.1.1.1	kcat		1.666667		-	s^(-1)	25.0
12860	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat/Km	16-Hydroxyhexadecanoic acid	12500.0		-	M^(-1)*s^(-1)	25.0
12860	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	kcat		0.3		-	s^(-1)	25.0
12860	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	Km	16-Hydroxyhexadecanoic acid	2.4E-5		-	M	25.0
12860	16-Hydroxyhexadecanoic acid;NAD+	wildtype isoenzyme ADH1B	2226453	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
12861	NAD+;Ethanol	wildtype isoenzyme ADH5	2226453	Homo sapiens	P11766	1.1.1.1	Km	NAD+	7.0E-5		-	M	25.0
13163	Ethanol;NAD+	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	Ethanol			-	-	25.0
13163	Ethanol;NAD+	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	unknown compound			-	-	25.0
13163	Ethanol;NAD+	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	kcat		0.1666667		-	s^(-1)	25.0
13163	Ethanol;NAD+	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	Km	Ethanol	0.0012		-	M	25.0
13163	Ethanol;NAD+	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
13163	Ethanol;NAD+	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	kcat/Km	Ethanol	133.3333		-	M^(-1)*s^(-1)	25.0
13164	Ethanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	kcat/Km	Ethanol	2000.0		-	M^(-1)*s^(-1)	25.0
13164	Ethanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
13164	Ethanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	kcat		3.833333		-	s^(-1)	25.0
13164	Ethanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	Km	Ethanol	0.002		-	M	25.0
13164	Ethanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	Ethanol			-	-	25.0
13164	Ethanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	unknown compound			-	-	25.0
13165	Methanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
13165	Methanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	unknown compound			-	-	25.0
13165	Methanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	kcat		0.3666667		-	s^(-1)	25.0
13165	Methanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	Methanol			-	-	25.0
13165	Methanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	kcat/Km	Methanol	5.0		-	M^(-1)*s^(-1)	25.0
13165	Methanol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	Km	Methanol	0.074		-	M	25.0
13166	NAD+;Methanol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	kcat/Km	Methanol	21.66667		-	M^(-1)*s^(-1)	25.0
13166	NAD+;Methanol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
13166	NAD+;Methanol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	Methanol			-	-	25.0
13166	NAD+;Methanol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	Km	Methanol	0.006		-	M	25.0
13166	NAD+;Methanol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	unknown compound			-	-	25.0
13166	NAD+;Methanol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	kcat		0.1333333		-	s^(-1)	25.0
13167	NAD+;Glycol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	kcat/Km	Glycol	90.0		-	M^(-1)*s^(-1)	25.0
13167	NAD+;Glycol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	unknown compound			-	-	25.0
13167	NAD+;Glycol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
13167	NAD+;Glycol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	Km	Glycol	0.013		-	M	25.0
13167	NAD+;Glycol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	concentration	Glycol			-	-	25.0
13167	NAD+;Glycol	wildtype isozyme class I beta1/beta1	6342669	Homo sapiens	P00325	1.1.1.1	kcat		0.1166667		-	s^(-1)	25.0
13168	Glycol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	kcat/Km	Glycol	25.0		-	M^(-1)*s^(-1)	25.0
13168	Glycol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	unknown compound			-	-	25.0
13168	Glycol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	kcat		1.416667		-	s^(-1)	25.0
13168	Glycol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
13168	Glycol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	Glycol			-	-	25.0
13168	Glycol;NAD+	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	Km	Glycol	0.057		-	M	25.0
13169	NAD+;Benzyl alcohol	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	unknown compound			-	-	25.0
13169	NAD+;Benzyl alcohol	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	Km	Benzyl alcohol	7.0E-6		-	M	25.0
13169	NAD+;Benzyl alcohol	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	NAD+	0.0024		-	M	25.0
13169	NAD+;Benzyl alcohol	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	concentration	Benzyl alcohol			-	-	25.0
13169	NAD+;Benzyl alcohol	wildtype isozyme class I gamma1/gamma1	6342669	Homo sapiens	P00326	1.1.1.1	kcat		2.116667		-	s^(-1)	25.0
